bigrams_comb,count,quarter
"('关系', '增长')",1,2023Q3
"('关系', '排海')",1,2023Q3
"('关系', '南海')",1,2023Q3
"('增长', '排海')",1,2023Q3
"('增长', '南海')",1,2023Q3
"('增长', '污染')",1,2023Q3
"('经济', '南海')",1,2023Q3
"('中国', '中方')",1,2023Q3
"('日本', '新华社')",1,2023Q3
"('依然', '政治')",1,2023Q3
"('合作', '依然')",1,2023Q3
"('合作', '政治')",1,2023Q3
"('关系', '规定')",1,2023Q3
"('关系', '集体')",1,2023Q3
"('关系', '冷战')",1,2023Q3
"('关系', '依然')",1,2023Q3
"('关系', '政治')",1,2023Q3
"('戴维营', '规定')",1,2023Q3
"('戴维营', '依然')",1,2023Q3
"('戴维营', '政治')",1,2023Q3
"('规定', '集体')",1,2023Q3
"('规定', '冷战')",1,2023Q3
"('规定', '依然')",1,2023Q3
"('规定', '政治')",1,2023Q3
"('集体', '冷战')",1,2023Q3
"('集体', '依然')",1,2023Q3
"('集体', '政治')",1,2023Q3
"('冷战', '依然')",1,2023Q3
"('冷战', '政治')",1,2023Q3
"('排海', '南海')",1,2023Q3
"('南海', '污染')",1,2023Q3
"('亚太', '戴维营')",1,2023Q3
"('亚太', '会晤')",1,2023Q3
"('国家', '欧洲')",1,2023Q3
"('国家', '冲突')",1,2023Q3
"('地区', '欧洲')",1,2023Q3
"('地区', '冲突')",1,2023Q3
"('地区', '乌克兰')",1,2023Q3
"('欧洲', '冲突')",1,2023Q3
"('欧洲', '乌克兰')",1,2023Q3
"('冲突', '乌克兰')",1,2023Q3
"('戴维营', '菲律宾')",1,2023Q3
"('戴维营', '台湾')",1,2023Q3
"('南海', '菲律宾')",1,2023Q3
"('南海', '美国')",1,2023Q3
"('南海', '会晤')",1,2023Q3
"('南海', '对立')",1,2023Q3
"('南海', '霸权')",1,2023Q3
"('南海', '日本')",1,2023Q3
"('南海', '安全')",1,2023Q3
"('菲律宾', '美国')",1,2023Q3
"('菲律宾', '会晤')",1,2023Q3
"('北约', '乌克兰')",1,2023Q3
"('北约', '冲突')",1,2023Q3
"('北约', '欧洲')",1,2023Q3
"('戴维营', '北约')",1,2023Q3
"('亚太', '北约')",1,2023Q3
"('亚太', '欧洲')",1,2023Q3
"('亚太', '冲突')",1,2023Q3
"('亚太', '乌克兰')",1,2023Q3
"('美国', '北约')",1,2023Q3
"('美国', '欧洲')",1,2023Q3
"('美国', '冲突')",1,2023Q3
"('美国', '乌克兰')",1,2023Q3
"('戴维营', '欧洲')",1,2023Q3
"('北约', '地区')",1,2023Q3
"('戴维营', '冲突')",1,2023Q3
"('戴维营', '乌克兰')",1,2023Q3
"('会晤', '北约')",1,2023Q3
"('会晤', '国家')",1,2023Q3
"('会晤', '欧洲')",1,2023Q3
"('会晤', '冲突')",1,2023Q3
"('会晤', '乌克兰')",1,2023Q3
"('北约', '国家')",1,2023Q3
"('合作', '冷战')",1,2023Q3
"('合作', '规定')",1,2023Q3
"('安全', '政治')",1,2023Q3
"('对立', '中国')",1,2023Q3
"('戴维营', '对抗')",1,2023Q3
"('戴维营', '白宫')",1,2023Q3
"('地区', '会谈')",1,2023Q3
"('地区', '白宫')",1,2023Q3
"('地区', '对立')",1,2023Q3
"('美国', '白宫')",1,2023Q3
"('会谈', '对抗')",1,2023Q3
"('会谈', '亚太')",1,2023Q3
"('会谈', '对立')",1,2023Q3
"('对抗', '亚太')",1,2023Q3
"('对抗', '白宫')",1,2023Q3
"('对抗', '对立')",1,2023Q3
"('对抗', '中国')",1,2023Q3
"('亚太', '白宫')",1,2023Q3
"('亚太', '对立')",1,2023Q3
"('白宫', '霸权')",1,2023Q3
"('白宫', '对立')",1,2023Q3
"('白宫', '中国')",1,2023Q3
"('霸权', '对立')",1,2023Q3
"('东京', '第一')",1,2023Q3
"('影响', '第一')",1,2023Q3
"('影响', '东京')",1,2023Q3
"('月', '新华社')",1,2023Q3
"('日本', '影响')",1,2023Q3
"('日本', '第一')",1,2023Q3
"('海洋', '月')",1,2023Q3
"('海洋', '新华社')",1,2023Q3
"('海洋', '影响')",1,2023Q3
"('海洋', '东京')",1,2023Q3
"('海洋', '第一')",1,2023Q3
"('月', '计划')",1,2023Q3
"('月', '影响')",1,2023Q3
"('新华社', '第一')",1,2023Q3
"('月', '东京')",1,2023Q3
"('月', '第一')",1,2023Q3
"('计划', '新华社')",1,2023Q3
"('计划', '影响')",1,2023Q3
"('计划', '东京')",1,2023Q3
"('计划', '第一')",1,2023Q3
"('新华社', '影响')",1,2023Q3
"('新华社', '东京')",1,2023Q3
"('霸权', '中国')",1,2023Q3
"('污染', '民众')",1,2023Q3
"('安全', '依然')",1,2023Q3
"('污染', '国际')",1,2023Q3
"('国际', '计划')",1,2023Q3
"('评估', '海洋')",1,2023Q3
"('评估', '报告')",1,2023Q3
"('评估', '日方')",1,2023Q3
"('评估', '计划')",1,2023Q3
"('海洋', '报告')",1,2023Q3
"('海洋', '日方')",1,2023Q3
"('报告', '日方')",1,2023Q3
"('报告', '计划')",1,2023Q3
"('日方', '计划')",1,2023Q3
"('北约', '安全')",1,2023Q3
"('北约', '关系')",1,2023Q3
"('北约', '规定')",1,2023Q3
"('北约', '集体')",1,2023Q3
"('北约', '冷战')",1,2023Q3
"('北约', '依然')",1,2023Q3
"('北约', '政治')",1,2023Q3
"('安全', '规定')",1,2023Q3
"('安全', '冷战')",1,2023Q3
"('国际', '日方')",1,2023Q3
"('国际', '报告')",1,2023Q3
"('国际', '海洋')",1,2023Q3
"('日本', '国际')",1,2023Q3
"('污染', '评估')",1,2023Q3
"('污染', '报告')",1,2023Q3
"('污染', '日方')",1,2023Q3
"('排海', '民众')",1,2023Q3
"('排海', '国际')",1,2023Q3
"('排海', '评估')",1,2023Q3
"('排海', '报告')",1,2023Q3
"('排海', '日方')",1,2023Q3
"('日本', '评估')",1,2023Q3
"('国际', '评估')",1,2023Q3
"('日本', '报告')",1,2023Q3
"('日本', '日方')",1,2023Q3
"('民众', '国际')",1,2023Q3
"('民众', '评估')",1,2023Q3
"('民众', '海洋')",1,2023Q3
"('民众', '报告')",1,2023Q3
"('民众', '日方')",1,2023Q3
"('民众', '计划')",1,2023Q3
"('会晤', '社会')",1,2023Q3
"('汽车', '能源')",1,2023Q3
"('和平', '美方')",1,2023Q3
"('部队', '日本')",1,2023Q3
"('太空', '日本')",1,2023Q3
"('太空', '印太')",1,2023Q3
"('太空', '服务')",1,2023Q3
"('太空军', '美国')",1,2023Q3
"('太空军', '领域')",1,2023Q3
"('太空军', '设立')",1,2023Q3
"('太空军', '日本')",1,2023Q3
"('太空军', '印太')",1,2023Q3
"('太空军', '服务')",1,2023Q3
"('部队', '领域')",1,2023Q3
"('部队', '设立')",1,2023Q3
"('部队', '印太')",1,2023Q3
"('设立', '印太')",1,2023Q3
"('部队', '服务')",1,2023Q3
"('美国', '领域')",1,2023Q3
"('美国', '设立')",1,2023Q3
"('美国', '司令部')",1,2023Q3
"('美国', '服务')",1,2023Q3
"('领域', '设立')",1,2023Q3
"('领域', '日本')",1,2023Q3
"('领域', '司令部')",1,2023Q3
"('领域', '印太')",1,2023Q3
"('领域', '服务')",1,2023Q3
"('设立', '日本')",1,2023Q3
"('太空', '设立')",1,2023Q3
"('太空', '领域')",1,2023Q3
"('太空', '美国')",1,2023Q3
"('太空', '太空军')",1,2023Q3
"('韩国', '出现')",1,2023Q3
"('韩国', '所谓')",1,2023Q3
"('韩国', '形成')",1,2023Q3
"('韩国', '一体化')",1,2023Q3
"('地区', '出现')",1,2023Q3
"('地区', '尹锡悦')",1,2023Q3
"('地区', '形成')",1,2023Q3
"('地区', '一体化')",1,2023Q3
"('格局', '出现')",1,2023Q3
"('格局', '所谓')",1,2023Q3
"('格局', '尹锡悦')",1,2023Q3
"('格局', '形成')",1,2023Q3
"('格局', '一体化')",1,2023Q3
"('出现', '所谓')",1,2023Q3
"('出现', '尹锡悦')",1,2023Q3
"('出现', '形成')",1,2023Q3
"('出现', '一体化')",1,2023Q3
"('所谓', '尹锡悦')",1,2023Q3
"('所谓', '形成')",1,2023Q3
"('所谓', '一体化')",1,2023Q3
"('尹锡悦', '形成')",1,2023Q3
"('尹锡悦', '一体化')",1,2023Q3
"('形成', '一体化')",1,2023Q3
"('设立', '司令部')",1,2023Q3
"('设立', '服务')",1,2023Q3
"('韩国', '地区')",1,2023Q3
"('核武器', '加大')",1,2023Q3
"('美国', '太平洋')",1,2023Q3
"('美国', '提供')",1,2023Q3
"('美国', '加大')",1,2023Q3
"('美国', '部署')",1,2023Q3
"('地区', '核武器')",1,2023Q3
"('地区', '太平洋')",1,2023Q3
"('地区', '提供')",1,2023Q3
"('地区', '加大')",1,2023Q3
"('地区', '部署')",1,2023Q3
"('核武器', '太平洋')",1,2023Q3
"('核武器', '提供')",1,2023Q3
"('核武器', '部署')",1,2023Q3
"('日本', '司令部')",1,2023Q3
"('太平洋', '提供')",1,2023Q3
"('太平洋', '加大')",1,2023Q3
"('太平洋', '部署')",1,2023Q3
"('提供', '加大')",1,2023Q3
"('提供', '部署')",1,2023Q3
"('加大', '部署')",1,2023Q3
"('文在寅', '尹锡悦')",1,2023Q3
"('文在寅', '外交')",1,2023Q3
"('文在寅', '宣言')",1,2023Q3
"('文在寅', '平壤')",1,2023Q3
"('文在寅', '韩国')",1,2023Q3
"('美国', '核武器')",1,2023Q3
"('战略', '部署')",1,2023Q3
"('战略', '加大')",1,2023Q3
"('战略', '提供')",1,2023Q3
"('日本', '服务')",1,2023Q3
"('司令部', '印太')",1,2023Q3
"('司令部', '服务')",1,2023Q3
"('印太', '服务')",1,2023Q3
"('延伸', '威慑')",1,2023Q3
"('延伸', '战略')",1,2023Q3
"('延伸', '美国')",1,2023Q3
"('延伸', '地区')",1,2023Q3
"('延伸', '核武器')",1,2023Q3
"('延伸', '太平洋')",1,2023Q3
"('延伸', '提供')",1,2023Q3
"('延伸', '加大')",1,2023Q3
"('延伸', '部署')",1,2023Q3
"('威慑', '战略')",1,2023Q3
"('威慑', '美国')",1,2023Q3
"('威慑', '地区')",1,2023Q3
"('威慑', '核武器')",1,2023Q3
"('威慑', '太平洋')",1,2023Q3
"('威慑', '提供')",1,2023Q3
"('威慑', '加大')",1,2023Q3
"('威慑', '部署')",1,2023Q3
"('战略', '核武器')",1,2023Q3
"('战略', '太平洋')",1,2023Q3
"('韩国', '格局')",1,2023Q3
"('东北亚', '一体化')",1,2023Q3
"('文在寅', '俄罗斯')",1,2023Q3
"('尹锡悦', '议员')",1,2023Q3
"('国防', '日本')",1,2023Q3
"('国防', '尹锡悦')",1,2023Q3
"('国防', '台湾')",1,2023Q3
"('国防', '所谓')",1,2023Q3
"('国防', '议员')",1,2023Q3
"('日本', '尹锡悦')",1,2023Q3
"('日本', '台湾')",1,2023Q3
"('日本', '所谓')",1,2023Q3
"('日本', '议员')",1,2023Q3
"('尹锡悦', '台湾')",1,2023Q3
"('尹锡悦', '所谓')",1,2023Q3
"('台湾', '所谓')",1,2023Q3
"('朝鲜', '外交')",1,2023Q3
"('台湾', '议员')",1,2023Q3
"('所谓', '议员')",1,2023Q3
"('俄罗斯', '日')",1,2023Q3
"('俄罗斯', '合作')",1,2023Q3
"('俄罗斯', '军事')",1,2023Q3
"('韩国', '普京')",1,2023Q3
"('日', '乌克兰')",1,2023Q3
"('日', '普京')",1,2023Q3
"('日', '制裁')",1,2023Q3
"('朝鲜', '合作')",1,2023Q3
"('朝鲜', '普京')",1,2023Q3
"('岸田', '议员')",1,2023Q3
"('岸田', '所谓')",1,2023Q3
"('岸田', '台湾')",1,2023Q3
"('岸田', '国防')",1,2023Q3
"('大臣', '防卫')",1,2023Q3
"('大臣', '岸田')",1,2023Q3
"('大臣', '国防')",1,2023Q3
"('大臣', '日本')",1,2023Q3
"('大臣', '尹锡悦')",1,2023Q3
"('大臣', '台湾')",1,2023Q3
"('大臣', '所谓')",1,2023Q3
"('大臣', '议员')",1,2023Q3
"('内阁', '防卫')",1,2023Q3
"('内阁', '岸田')",1,2023Q3
"('内阁', '国防')",1,2023Q3
"('内阁', '日本')",1,2023Q3
"('内阁', '尹锡悦')",1,2023Q3
"('内阁', '台湾')",1,2023Q3
"('内阁', '所谓')",1,2023Q3
"('内阁', '议员')",1,2023Q3
"('防卫', '岸田')",1,2023Q3
"('防卫', '国防')",1,2023Q3
"('防卫', '日本')",1,2023Q3
"('防卫', '尹锡悦')",1,2023Q3
"('防卫', '台湾')",1,2023Q3
"('防卫', '所谓')",1,2023Q3
"('防卫', '议员')",1,2023Q3
"('朝鲜', '军事')",1,2023Q3
"('乌克兰', '合作')",1,2023Q3
"('东北亚', '形成')",1,2023Q3
"('制裁', '美国')",1,2023Q3
"('警告', '朝鲜')",1,2023Q3
"('警告', '乌克兰')",1,2023Q3
"('警告', '冷战')",1,2023Q3
"('警告', '制裁')",1,2023Q3
"('警告', '美国')",1,2023Q3
"('韩国', '冷战')",1,2023Q3
"('朝鲜', '冷战')",1,2023Q3
"('朝鲜', '美国')",1,2023Q3
"('乌克兰', '冷战')",1,2023Q3
"('乌克兰', '美国')",1,2023Q3
"('冷战', '制裁')",1,2023Q3
"('冷战', '东北亚')",1,2023Q3
"('乌克兰', '普京')",1,2023Q3
"('冷战', '格局')",1,2023Q3
"('冷战', '出现')",1,2023Q3
"('冷战', '所谓')",1,2023Q3
"('冷战', '尹锡悦')",1,2023Q3
"('冷战', '形成')",1,2023Q3
"('冷战', '一体化')",1,2023Q3
"('东北亚', '韩国')",1,2023Q3
"('东北亚', '格局')",1,2023Q3
"('东北亚', '出现')",1,2023Q3
"('东北亚', '所谓')",1,2023Q3
"('东北亚', '尹锡悦')",1,2023Q3
"('金正恩', '美国')",1,2023Q3
"('金正恩', '制裁')",1,2023Q3
"('金正恩', '冷战')",1,2023Q3
"('金正恩', '乌克兰')",1,2023Q3
"('乌克兰', '军事')",1,2023Q3
"('乌克兰', '外交')",1,2023Q3
"('合作', '普京')",1,2023Q3
"('合作', '制裁')",1,2023Q3
"('合作', '外交')",1,2023Q3
"('普京', '军事')",1,2023Q3
"('普京', '外交')",1,2023Q3
"('制裁', '军事')",1,2023Q3
"('制裁', '外交')",1,2023Q3
"('军事', '外交')",1,2023Q3
"('俄罗斯', '金正恩')",1,2023Q3
"('俄罗斯', '警告')",1,2023Q3
"('俄罗斯', '冷战')",1,2023Q3
"('俄罗斯', '美国')",1,2023Q3
"('普京', '金正恩')",1,2023Q3
"('普京', '警告')",1,2023Q3
"('普京', '韩国')",1,2023Q3
"('普京', '朝鲜')",1,2023Q3
"('普京', '乌克兰')",1,2023Q3
"('普京', '冷战')",1,2023Q3
"('普京', '美国')",1,2023Q3
"('金正恩', '警告')",1,2023Q3
"('金正恩', '韩国')",1,2023Q3
"('文在寅', '方向')",1,2023Q3
"('文在寅', '共同')",1,2023Q3
"('和平', '戴维营')",1,2023Q3
"('机制', '因素')",1,2023Q3
"('成立', '布局')",1,2023Q3
"('合作', '重启')",1,2023Q3
"('合作', '对话')",1,2023Q3
"('合作', '会议')",1,2023Q3
"('合作', '因素')",1,2023Q3
"('机制', '重启')",1,2023Q3
"('机制', '对话')",1,2023Q3
"('机制', '经济')",1,2023Q3
"('机制', '会议')",1,2023Q3
"('机制', '交流')",1,2023Q3
"('机制', '会晤')",1,2023Q3
"('重启', '对话')",1,2023Q3
"('经济', '会议')",1,2023Q3
"('重启', '经济')",1,2023Q3
"('重启', '会议')",1,2023Q3
"('重启', '关系')",1,2023Q3
"('重启', '交流')",1,2023Q3
"('重启', '会晤')",1,2023Q3
"('重启', '因素')",1,2023Q3
"('对话', '经济')",1,2023Q3
"('对话', '会议')",1,2023Q3
"('对话', '关系')",1,2023Q3
"('对话', '交流')",1,2023Q3
"('对话', '会晤')",1,2023Q3
"('演习', '布局')",1,2023Q3
"('演习', '成立')",1,2023Q3
"('作战', '布局')",1,2023Q3
"('作战', '成立')",1,2023Q3
"('太空', '成立')",1,2023Q3
"('太空', '布局')",1,2023Q3
"('部队', '卫星')",1,2023Q3
"('部队', '网络')",1,2023Q3
"('部队', '作战')",1,2023Q3
"('部队', '演习')",1,2023Q3
"('部队', '成立')",1,2023Q3
"('部队', '布局')",1,2023Q3
"('卫星', '司令部')",1,2023Q3
"('卫星', '网络')",1,2023Q3
"('卫星', '作战')",1,2023Q3
"('卫星', '成立')",1,2023Q3
"('卫星', '布局')",1,2023Q3
"('司令部', '网络')",1,2023Q3
"('司令部', '作战')",1,2023Q3
"('司令部', '演习')",1,2023Q3
"('司令部', '成立')",1,2023Q3
"('司令部', '布局')",1,2023Q3
"('网络', '作战')",1,2023Q3
"('网络', '演习')",1,2023Q3
"('网络', '成立')",1,2023Q3
"('网络', '布局')",1,2023Q3
"('作战', '演习')",1,2023Q3
"('对话', '因素')",1,2023Q3
"('经济', '交流')",1,2023Q3
"('太空', '作战')",1,2023Q3
"('朝鲜', '政策')",1,2023Q3
"('武力', '金正恩')",1,2023Q3
"('武力', '朝鲜')",1,2023Q3
"('武力', '政策')",1,2023Q3
"('武力', '外务省')",1,2023Q3
"('武力', '战争')",1,2023Q3
"('武力', '规定')",1,2023Q3
"('武力', '通讯社')",1,2023Q3
"('金正恩', '政策')",1,2023Q3
"('金正恩', '外务省')",1,2023Q3
"('金正恩', '规定')",1,2023Q3
"('金正恩', '通讯社')",1,2023Q3
"('朝鲜', '外务省')",1,2023Q3
"('经济', '会晤')",1,2023Q3
"('朝鲜', '规定')",1,2023Q3
"('朝鲜', '通讯社')",1,2023Q3
"('政策', '外务省')",1,2023Q3
"('政策', '战争')",1,2023Q3
"('政策', '规定')",1,2023Q3
"('政策', '通讯社')",1,2023Q3
"('外务省', '战争')",1,2023Q3
"('外务省', '规定')",1,2023Q3
"('外务省', '通讯社')",1,2023Q3
"('战争', '规定')",1,2023Q3
"('战争', '通讯社')",1,2023Q3
"('会议', '通讯社')",1,2023Q3
"('会议', '规定')",1,2023Q3
"('会议', '战争')",1,2023Q3
"('会议', '外务省')",1,2023Q3
"('经济', '因素')",1,2023Q3
"('会议', '关系')",1,2023Q3
"('会议', '交流')",1,2023Q3
"('会议', '会晤')",1,2023Q3
"('会议', '因素')",1,2023Q3
"('关系', '交流')",1,2023Q3
"('关系', '因素')",1,2023Q3
"('交流', '会晤')",1,2023Q3
"('交流', '因素')",1,2023Q3
"('会晤', '因素')",1,2023Q3
"('宪法', '会议')",1,2023Q3
"('宪法', '武力')",1,2023Q3
"('宪法', '金正恩')",1,2023Q3
"('宪法', '朝鲜')",1,2023Q3
"('宪法', '政策')",1,2023Q3
"('宪法', '外务省')",1,2023Q3
"('宪法', '战争')",1,2023Q3
"('宪法', '规定')",1,2023Q3
"('宪法', '通讯社')",1,2023Q3
"('会议', '武力')",1,2023Q3
"('会议', '金正恩')",1,2023Q3
"('会议', '朝鲜')",1,2023Q3
"('会议', '政策')",1,2023Q3
"('太空', '演习')",1,2023Q3
"('太空', '网络')",1,2023Q3
"('文在寅', '总统')",1,2023Q3
"('金正恩', '排海')",1,2023Q3
"('共同', '总统')",1,2023Q3
"('尹锡悦', '金正恩')",1,2023Q3
"('尹锡悦', '排海')",1,2023Q3
"('尹锡悦', '战机')",1,2023Q3
"('尹锡悦', '价值观')",1,2023Q3
"('尹锡悦', '政治')",1,2023Q3
"('韩国', '金正恩')",1,2023Q3
"('韩国', '排海')",1,2023Q3
"('韩国', '战机')",1,2023Q3
"('韩国', '价值观')",1,2023Q3
"('韩国', '政治')",1,2023Q3
"('金正恩', '战机')",1,2023Q3
"('战机', '污染')",1,2023Q3
"('金正恩', '价值观')",1,2023Q3
"('金正恩', '俄罗斯')",1,2023Q3
"('金正恩', '污染')",1,2023Q3
"('金正恩', '外交')",1,2023Q3
"('金正恩', '政治')",1,2023Q3
"('排海', '战机')",1,2023Q3
"('排海', '价值观')",1,2023Q3
"('排海', '俄罗斯')",1,2023Q3
"('排海', '外交')",1,2023Q3
"('排海', '政治')",1,2023Q3
"('战机', '价值观')",1,2023Q3
"('俄罗斯', '总统')",1,2023Q3
"('俄罗斯', '共同')",1,2023Q3
"('方向', '总统')",1,2023Q3
"('方向', '共同')",1,2023Q3
"('尹锡悦', '宣言')",1,2023Q3
"('尹锡悦', '平壤')",1,2023Q3
"('尹锡悦', '方向')",1,2023Q3
"('外交', '宣言')",1,2023Q3
"('外交', '平壤')",1,2023Q3
"('外交', '韩国')",1,2023Q3
"('外交', '方向')",1,2023Q3
"('外交', '俄罗斯')",1,2023Q3
"('外交', '共同')",1,2023Q3
"('外交', '总统')",1,2023Q3
"('宣言', '平壤')",1,2023Q3
"('宣言', '韩国')",1,2023Q3
"('宣言', '方向')",1,2023Q3
"('宣言', '俄罗斯')",1,2023Q3
"('宣言', '共同')",1,2023Q3
"('宣言', '总统')",1,2023Q3
"('平壤', '韩国')",1,2023Q3
"('平壤', '方向')",1,2023Q3
"('平壤', '俄罗斯')",1,2023Q3
"('平壤', '共同')",1,2023Q3
"('平壤', '总统')",1,2023Q3
"('韩国', '方向')",1,2023Q3
"('方向', '俄罗斯')",1,2023Q3
"('战机', '俄罗斯')",1,2023Q3
"('战机', '外交')",1,2023Q3
"('太空', '卫星')",1,2023Q3
"('战略', '开放')",1,2023Q3
"('东盟', '开放')",1,2023Q3
"('东盟', '分裂')",1,2023Q3
"('东盟', '关系')",1,2023Q3
"('圈子', '区域')",1,2023Q3
"('圈子', '战略')",1,2023Q3
"('圈子', '开放')",1,2023Q3
"('圈子', '分裂')",1,2023Q3
"('区域', '战略')",1,2023Q3
"('区域', '开放')",1,2023Q3
"('区域', '分裂')",1,2023Q3
"('区域', '关系')",1,2023Q3
"('战略', '分裂')",1,2023Q3
"('战机', '政治')",1,2023Q3
"('战略', '关系')",1,2023Q3
"('开放', '分裂')",1,2023Q3
"('开放', '关系')",1,2023Q3
"('分裂', '关系')",1,2023Q3
"('太空军', '太空')",1,2023Q3
"('太空军', '卫星')",1,2023Q3
"('太空军', '网络')",1,2023Q3
"('太空军', '作战')",1,2023Q3
"('太空军', '演习')",1,2023Q3
"('太空军', '成立')",1,2023Q3
"('太空军', '布局')",1,2023Q3
"('东盟', '战略')",1,2023Q3
"('东盟', '区域')",1,2023Q3
"('东盟', '圈子')",1,2023Q3
"('印太', '关系')",1,2023Q3
"('价值观', '俄罗斯')",1,2023Q3
"('价值观', '污染')",1,2023Q3
"('价值观', '外交')",1,2023Q3
"('价值观', '政治')",1,2023Q3
"('俄罗斯', '污染')",1,2023Q3
"('俄罗斯', '政治')",1,2023Q3
"('污染', '外交')",1,2023Q3
"('污染', '政治')",1,2023Q3
"('外交', '政治')",1,2023Q3
"('亚太', '东盟')",1,2023Q3
"('亚太', '圈子')",1,2023Q3
"('亚太', '区域')",1,2023Q3
"('亚太', '开放')",1,2023Q3
"('亚太', '分裂')",1,2023Q3
"('亚太', '关系')",1,2023Q3
"('地区', '东盟')",1,2023Q3
"('地区', '区域')",1,2023Q3
"('地区', '开放')",1,2023Q3
"('印太', '东盟')",1,2023Q3
"('印太', '圈子')",1,2023Q3
"('印太', '区域')",1,2023Q3
"('印太', '开放')",1,2023Q3
"('印太', '分裂')",1,2023Q3
"('大臣', '内阁')",1,2023Q3
"('会谈', '接受')",1,2023Q3
"('时报', '接受')",1,2023Q3
"('关岛', '海军')",1,2023Q3
"('部署', '侦察')",1,2023Q3
"('部署', '作战')",1,2023Q3
"('部署', '平台')",1,2023Q3
"('部署', '美军')",1,2023Q3
"('部署', '海军')",1,2023Q3
"('关岛', '任务')",1,2023Q3
"('关岛', '基地')",1,2023Q3
"('关岛', '侦察')",1,2023Q3
"('关岛', '作战')",1,2023Q3
"('关岛', '平台')",1,2023Q3
"('关岛', '美军')",1,2023Q3
"('任务', '基地')",1,2023Q3
"('侦察', '美军')",1,2023Q3
"('任务', '侦察')",1,2023Q3
"('任务', '作战')",1,2023Q3
"('任务', '平台')",1,2023Q3
"('任务', '美军')",1,2023Q3
"('任务', '海军')",1,2023Q3
"('基地', '侦察')",1,2023Q3
"('基地', '作战')",1,2023Q3
"('基地', '平台')",1,2023Q3
"('基地', '美军')",1,2023Q3
"('基地', '海军')",1,2023Q3
"('侦察', '作战')",1,2023Q3
"('部署', '基地')",1,2023Q3
"('部署', '任务')",1,2023Q3
"('部署', '关岛')",1,2023Q3
"('无人', '海军')",1,2023Q3
"('污染', '竞争')",1,2023Q3
"('污染', '公司')",1,2023Q3
"('美国', '排海')",1,2023Q3
"('美国', '月')",1,2023Q3
"('美国', '交流')",1,2023Q3
"('美国', '公司')",1,2023Q3
"('排海', '交流')",1,2023Q3
"('排海', '竞争')",1,2023Q3
"('排海', '公司')",1,2023Q3
"('月', '交流')",1,2023Q3
"('月', '竞争')",1,2023Q3
"('月', '公司')",1,2023Q3
"('交流', '竞争')",1,2023Q3
"('交流', '公司')",1,2023Q3
"('竞争', '公司')",1,2023Q3
"('无人', '部署')",1,2023Q3
"('无人', '关岛')",1,2023Q3
"('无人', '任务')",1,2023Q3
"('无人', '基地')",1,2023Q3
"('无人', '侦察')",1,2023Q3
"('无人', '作战')",1,2023Q3
"('无人', '平台')",1,2023Q3
"('无人', '美军')",1,2023Q3
"('侦察', '平台')",1,2023Q3
"('作战', '平台')",1,2023Q3
"('中国', '公司')",1,2023Q3
"('战略', '投资')",1,2023Q3
"('规模', '警告')",1,2023Q3
"('规模', '韩国')",1,2023Q3
"('美国', '菲律宾')",1,2023Q3
"('美国', '无法')",1,2023Q3
"('美国', '伙伴')",1,2023Q3
"('美国', '意识')",1,2023Q3
"('美国', '投资')",1,2023Q3
"('战略', '菲律宾')",1,2023Q3
"('战略', '无法')",1,2023Q3
"('战略', '伙伴')",1,2023Q3
"('战略', '意识')",1,2023Q3
"('中国', '菲律宾')",1,2023Q3
"('作战', '美军')",1,2023Q3
"('中国', '无法')",1,2023Q3
"('中国', '伙伴')",1,2023Q3
"('中国', '意识')",1,2023Q3
"('中国', '投资')",1,2023Q3
"('菲律宾', '地区')",1,2023Q3
"('菲律宾', '所谓')",1,2023Q3
"('菲律宾', '无法')",1,2023Q3
"('菲律宾', '伙伴')",1,2023Q3
"('菲律宾', '意识')",1,2023Q3
"('菲律宾', '投资')",1,2023Q3
"('地区', '无法')",1,2023Q3
"('回应', '韩国')",1,2023Q3
"('回应', '警告')",1,2023Q3
"('回应', '规模')",1,2023Q3
"('朝鲜', '警告')",1,2023Q3
"('作战', '海军')",1,2023Q3
"('平台', '美军')",1,2023Q3
"('平台', '海军')",1,2023Q3
"('美军', '海军')",1,2023Q3
"('海军', '半岛')",1,2023Q3
"('海军', '回应')",1,2023Q3
"('海军', '警告')",1,2023Q3
"('海军', '韩国')",1,2023Q3
"('半岛', '演习')",1,2023Q3
"('半岛', '中国')",1,2023Q3
"('半岛', '美国')",1,2023Q3
"('半岛', '朝鲜')",1,2023Q3
"('半岛', '回应')",1,2023Q3
"('半岛', '规模')",1,2023Q3
"('半岛', '警告')",1,2023Q3
"('演习', '回应')",1,2023Q3
"('演习', '警告')",1,2023Q3
"('中国', '回应')",1,2023Q3
"('平台', '尹锡悦')",1,2023Q3
"('中国', '警告')",1,2023Q3
"('美国', '回应')",1,2023Q3
"('美国', '警告')",1,2023Q3
"('朝鲜', '回应')",1,2023Q3
"('污染', '交流')",1,2023Q3
"('中国', '交流')",1,2023Q3
"('时报', '会谈')",1,2023Q3
"('驱逐舰', '反导')",1,2023Q3
"('演习', '应对')",1,2023Q3
"('海军', '驱逐舰')",1,2023Q3
"('海军', '导弹')",1,2023Q3
"('海军', '宙斯盾')",1,2023Q3
"('海军', '核导')",1,2023Q3
"('海军', '反导')",1,2023Q3
"('海军', '威胁')",1,2023Q3
"('海军', '应对')",1,2023Q3
"('驱逐舰', '导弹')",1,2023Q3
"('驱逐舰', '宙斯盾')",1,2023Q3
